legalization_decision_id,administrative_area_id,administrative_candidate_id,boundary_candidate_id,qualification_reference,approval_reference,legal_instrument_reference,effective_from,previous_boundary_status,resulting_boundary_status,previous_lifecycle_status,resulting_lifecycle_status,decision_status,runtime_effect_scope
admlegal:nngla:5ca9968b516e733bbb3feb5c40526e09c3c7a63ac0b15d7454f851028103bfdb,NG-ADM-000159,NG-ADM-CAND-000159,admbnd:nngla:a83f89fbf88d79949a4c045061afa1355650aa18d80f1c971ca13b311d5db7bb,qualification:nngla:91dc31aea8c6943af3b1ec3418dcac972deecd9ecbaaedfac2c88fae8ca261e3,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:ff0c296a7b787b9cda5091da3066188c954740a9c17fc004527f48de2d2287c9,NG-ADM-000160,NG-ADM-CAND-000160,admbnd:nngla:237beb10209690477c3b89ea3b025395779b381aa5d2330834eece85374ff7e8,qualification:nngla:5379762a62a0585ef4c13805db206c288c41a24d294be583eeb7c2cf83673cce,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:d744356ca38e7584e05a47700cabdaf07b8408450e74c4956f1fb082476d94c7,NG-ADM-000161,NG-ADM-CAND-000161,admbnd:nngla:8dffb09c6172887190543b7438b64db8ecc9df9428b520f5eb85e7ab6e29672d,qualification:nngla:ed6386179e8a775747b17b3fc19a626d1c74b0b70f8df6a3c9e04c47e64f3a7a,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f4f59697f266727753c8ea733daaa699aa8a8a2c3f09217638fee323664cfce5,NG-ADM-000162,NG-ADM-CAND-000162,admbnd:nngla:448d153cc28f97371a41e7df35d1e401a3e1bc90d9ec4ddd036fcde9aba4e7af,qualification:nngla:452efdc50445fa26cba46149c221d49439cf46a98d5e9ad75e50c5647cc3f570,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:c7dfde60ae0b7ceddc30a5c2df99363268330bdbbcb6bcc1bb155ca5d4e61c3a,NG-ADM-000163,NG-ADM-CAND-000163,admbnd:nngla:51719025916745e6851922ba27f938c776bbb415d78effb3366116938a349268,qualification:nngla:be29960705c9a93254c899aa6ec7d886781f9f14467a3d2bbfa6ddf6e5a5686d,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:52889059f9a999a4322e8fff3c5d772884ef3964810f7a9de9cc2d7c4d3409c1,NG-ADM-000164,NG-ADM-CAND-000164,admbnd:nngla:423b62345c6875432f16c45dcc6b89fb40b659becae1663bbc833775e30d78b1,qualification:nngla:a9f9b9d7b0b4e7c144128e5c1a9f916ab1d5d96d10a93035a7f97be7511bbc2b,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:78cc5aa364a4a33c9d7664082d51ad18cfba7d5e43dd84b18582788eb0a21f24,NG-ADM-000165,NG-ADM-CAND-000165,admbnd:nngla:5072028c1538193e450191a8cd42966e75f59e6aa6ce1d5ccecd78c769206158,qualification:nngla:29876425df122b166e2a2b951e4db0369a7d12afd8be620785aa00a62e91d5b6,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:5286e80091f14b130f19087253969ad2dc74965bb692be8bf0e4ad0ee569cb75,NG-ADM-000166,NG-ADM-CAND-000166,admbnd:nngla:a97ac2d69cb20b74d4c2d80938dc71769436de4fe0c57247e701fb973dfade6f,qualification:nngla:f4fac769c4561a6f0e2369222ee88b3d303ff546febce84d498f27ff26150c61,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:fdba35262407d2a458f1caf29b06098f379f96f097f3f90a3edb1cec76096d84,NG-ADM-000167,NG-ADM-CAND-000167,admbnd:nngla:3b317eca6c0b0130a3a06c8791a801225d925bdcc54d0702cd7575059b1d5f4f,qualification:nngla:da1f78dbec797ddf0c2cbbf1c10904b16ed8c4401dfeae07336fe2239841d331,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:be7ad7580545f41e309656b4b7f01d98320ea0ec014acdcbc07cdb1dd3dac4fd,NG-ADM-000168,NG-ADM-CAND-000168,admbnd:nngla:8e42fafe7020cb11400af1a71313475a3bfd9daa19ff66779a1b827fac15a6cd,qualification:nngla:5cc9f25b679b8bbfda12b6292f72cc43fe5e23988bb0cdbbac8d4fddcd836acf,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:24322a51ca3ce804d537376c018dad91dd4c9eee1890b4184223ee9830eab361,NG-ADM-000169,NG-ADM-CAND-000169,admbnd:nngla:32d3ed9c6b339540683768236c8ee518c0f12dc30f1755c853735009b1545134,qualification:nngla:3f54056cd225a51b70251d96a288540d503c75e708b7d258388fbc66f7ad82d8,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:1af948d3070a4098d49a9c5e398be6ca152889993f454b0a40af597f704ee7a0,NG-ADM-000170,NG-ADM-CAND-000170,admbnd:nngla:6eb4c0ae630e28f3d61b27359b76fd20e0af256592f9610fcaabda1acfd21602,qualification:nngla:4a31df33d3936811c6208ca260c29cc9bebb325381a7ce88cfaffa2f856d9368,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:c43fb0127658d017e8c979db3c8344b6c39aee7849bdd62503839c7d21dec55d,NG-ADM-000171,NG-ADM-CAND-000171,admbnd:nngla:929d1684704d3dc218a05210cbf61a118e4303cb11f1053fd4071603670083bb,qualification:nngla:a45470ae60d4d2add70a7c126869a618fa847fe6ac2a64c48dc87494abbdd5c5,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f929cc49f64531ea1029d621e5860d76167da13903cca4dd8a860abf005e4a03,NG-ADM-000172,NG-ADM-CAND-000172,admbnd:nngla:282c545f81f4cc0b46ab1f1c8527ac6d296ee70aa8c188973a1c8ddcd89098e0,qualification:nngla:2d059954a65504f4b5edcda2bf6cb4f6aba7a9ff15b7e8f5db67b1b2255b7589,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:2586a64cec73145726ec1a7fd0f4184b8a79082aa45aef3f47256e194056e643,NG-ADM-000173,NG-ADM-CAND-000173,admbnd:nngla:65d375fd2e203aef47f8b4250043ff444ebbe657e1a670f40d829e972755cd7e,qualification:nngla:3e7af4141b83b6be3a4620f6d6d5d3fb5a53280ea74c2f3444a5ef1b3b19c2c7,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f23fe08c847014ec97a3913e66d8993a224a9c9c4fa573037720a02c1b268d54,NG-ADM-000174,NG-ADM-CAND-000174,admbnd:nngla:03c6d3970a2e72919fb52f452a6fcaa632e6e9212a5b8924e996d08d7015c1ac,qualification:nngla:5eb81e9f8a033a537b2b00d6ec89044e45fbe80348d6b4c1ced0b0379b017190,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:9c9fe0f76d123d2d1179cda3bb99c82537fd31e25fd7eac54e70fa686184b958,NG-ADM-000175,NG-ADM-CAND-000175,admbnd:nngla:154f462ba1531d76d925d53bab7d64808edf93266f0b06a15fd62398377480ba,qualification:nngla:3438c4a66d87d2e210eca3ff19c9973b962d97cb8d3502b46a5d8352e9a52f0b,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:1f36d1e6b34a278d1feb2379d047458bb8cc23590316727150c0e809fae046ee,NG-ADM-000176,NG-ADM-CAND-000176,admbnd:nngla:97d56402039cce3d5ca7550ae91588efa0b524ad2e1e0f07bacf44b09c11f981,qualification:nngla:29c25bfb4cf7a0262681738bd4247b3adfafe13cca871bf7f79fd41fa825d44a,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:0b20387f1ab23a75b152090e36758e1b1b857e3e44e87419e3a842204793228e,NG-ADM-000177,NG-ADM-CAND-000177,admbnd:nngla:ec6ce31864ccbf3c3f2bd0e2c651095f76cc4e04466fc9de33168ccb1364bae6,qualification:nngla:1f4c872c697e04067ad0ef5041bf48f7d4a368cc0b5167f752845b1dccc3a70f,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:49407295ca2ae6c64044b963a717440eadbb01a6d8692a9f7ddcf8e055ac3cf7,NG-ADM-000178,NG-ADM-CAND-000178,admbnd:nngla:bb26f6c2be1a46368224f18d60b85a20def5e4f10f40ca5f9168278894158ca3,qualification:nngla:4930e74efb2949421462ec79537c851662ebaba7d40cddfe4d3c9f12f24eca76,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:74bb015dda86d66b1fad3faf0e5134288c90f92c910d6e80b6acab2a5af3e80b,NG-ADM-000179,NG-ADM-CAND-000179,admbnd:nngla:a57933694d594d6de6fc83f4febca616b23d2f8b785d78137b3a7d20255d863d,qualification:nngla:2480efc948e0ecd7de2a876c2611ed3d8eb22b31c6edad2c97d77ea0cd61f0a2,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:39fd95451ac4a53476557e594655aa043090d0a1e44b185a107c2c88f1ed6ef6,NG-ADM-000180,NG-ADM-CAND-000180,admbnd:nngla:9ef3076136058b13b79633e3f8d316a95caed32a818d9cd53f2f28fc2d993796,qualification:nngla:cb5dcfa1f10718d285ac827fb9230a5d04be8ee5378d35f138b470a03de1d730,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3bbd9d00ca9e3c7f7e3a20b495cb6f390f88fb2a459832329ea4d8457fc76b15,NG-ADM-000181,NG-ADM-CAND-000181,admbnd:nngla:9f3594f3c5b0758c45e898319f673ebe257d51688edc23bd1e0de9a1872c3efb,qualification:nngla:d59177f07912065dfcab4a7cdd519b1d2bcc3dadfbbaee4268115848a3bf7e84,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f48a35af08892a7e427b5446367acfa5b2df396d8e8d363a022e4f383822a694,NG-ADM-000182,NG-ADM-CAND-000182,admbnd:nngla:2cca54c68b559f73c27d96e3e75641fb9d3f5291c0b59d4915661b5468733934,qualification:nngla:46b893d2635858acd07b715426920381f59025d503095c3566233833ad840a60,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3e3c19aad8aec480f684053e365fcc5df39273babd1426b4533033592adc4fed,NG-ADM-000183,NG-ADM-CAND-000183,admbnd:nngla:f77c7a757aff61aef78fb4a874b69f82cad6d333ce7dd22fc246968cafbe760b,qualification:nngla:c0f436e0c522c7e217719ec7c4ef30fb21e69f252b00280cb53084c9e33f41e9,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:7bcc8496a7362a67a2170f1f6513b0abfb53bc59345a5688b188de8a6ed01890,NG-ADM-000184,NG-ADM-CAND-000184,admbnd:nngla:e08185b53b8127a7499a8b5f28104175e683d51e7ada03ae79d00ceed2fdb046,qualification:nngla:1243b141f473e84cc9319f890f1cbfa318793e0c6d6f664bad678c666835e854,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:470a169e232b708870154b9d1f0085ffba6437169d9b271fcdc3192c589a5f3a,NG-ADM-000185,NG-ADM-CAND-000185,admbnd:nngla:fd5f7aa075b8f97fd0d499b203180d7b7d8575858ed1c515bcbc6ed6a43508e1,qualification:nngla:6d4088000d83aa94ae6b205b0ef1acb4416a1d31a0594db6ddfbfc84f2e7bde3,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:aafba78608d7f688a19dec496934a062e812e358a365287ee518b276f07b1788,NG-ADM-000186,NG-ADM-CAND-000186,admbnd:nngla:6162dc5e4fbb8cb751a61ef12012fa580f1a8dfefebae0c3adc0b0775cfa0858,qualification:nngla:90838ca826486d38cdc0ca54f622313c2fb8485a24c0337ab93dc36c15472d44,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:96ddcb8ae1cbb8458129aea601d30fed51a177d099ca62a071dadaaeb295a004,NG-ADM-000187,NG-ADM-CAND-000187,admbnd:nngla:e55079fc81848eeef6176f1d2beed9524e2a605435b55b346c849473108baa90,qualification:nngla:ed2c4a5e988109daf2336aa9c5831ad1000935ea2da2c1b04cb42fd91b2ee55b,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:a73ee5acfa5c0d2329e65800caf65ba87476264a0c25789b94e5b98330ace505,NG-ADM-000188,NG-ADM-CAND-000188,admbnd:nngla:42d4ceaf715328f55992bb8a06fd8ed15b87bd57bd5e2006e05ff07e34dce2b7,qualification:nngla:369cc3a4614beb3642d2f48024ac738109f7a9ac6eabdb268457cc3681345bca,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:a7f9ee8400a4fa558067edaaae7db1eabd51b026379698b134ebe10a3c1b5f3d,NG-ADM-000189,NG-ADM-CAND-000189,admbnd:nngla:160d608e2d73b3b7711a60af04524353f8e739c84c69bb79d9c40cdf5b53f843,qualification:nngla:71f5a00fd492d27935d3189f9cd89b183e03530ff840483eadff290693316510,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:f5ffa4957c38f80b3adb8d9e9219d433bb775a6f8f4dbe2960b05f8f704ba33d,NG-ADM-000190,NG-ADM-CAND-000190,admbnd:nngla:963de724515a321bd5850bb06b96aade4081046ef9bd609135f90030d2b20a36,qualification:nngla:f7ce46327adc844587cb97989515f092125cc6524f062cebda9723860285e604,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:3760d02864c60a45f81cea2af871669076393caa3a9cea04303a6d3a8c1741d8,NG-ADM-000191,NG-ADM-CAND-000191,admbnd:nngla:5a0d41881b74a72e4a0a17dd9d4e4cf2b0123c543246097bae2badfe78372112,qualification:nngla:2e503876a1918b1527c67003fd2c52953a871e8b0a6d17fc60f1ce904381bc62,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
admlegal:nngla:b941f09e92931e2c08550bf5c6d73e3e42beff67fef25dda8adbfb8cc4e54629,NG-ADM-000192,NG-ADM-CAND-000192,admbnd:nngla:e65d893316689c0d697ed2ab8aebadc276a39701765a9c707484e8785de21574,qualification:nngla:b26dc5954dacf9701da604262e098a48069dc20adcedb945d4d1ed41e3c06798,P006.7.11.11_PHASE_B_E_GREENLIGHT,NEXILABS_SIMULATION_NNGLA_INITIAL_BOUNDARY_LEGALIZATION_V001,2026-08-22,BOUNDARY_PENDING_LEGALIZATION,LEGALIZED,PROVISIONAL,ACTIVE,APPROVED_FOR_GOVERNED_LIVE_APPLICATION,SHARED_REFERENCE
